timestamp,open_at,open,high,low,close,volume,available_at
2018-01-02T16:00:00,2018-01-02T09:30:00,250.24823849276007,253.31513590724418,250.03859548480298,253.1031012659925,61839949.11009997,2018-01-02T16:00:00
2018-01-03T16:00:00,2018-01-03T09:30:00,253.16780933949255,254.19366542104495,251.1211538738998,252.14285676617675,86040965.13702294,2018-01-03T16:00:00
2018-01-04T16:00:00,2018-01-04T09:30:00,252.29588451332097,255.98556721690144,251.6486984597241,255.33059656024915,61628316.17236222,2018-01-04T16:00:00
2018-01-05T16:00:00,2018-01-05T09:30:00,255.30999552460344,256.73394732484473,252.797362912817,254.21520870983437,82354109.00792545,2018-01-05T16:00:00
2018-01-08T16:00:00,2018-01-08T09:30:00,254.722378808217,257.360753327723,253.9183268396135,256.55092939003737,88351947.2731217,2018-01-08T16:00:00
2018-01-09T16:00:00,2018-01-09T09:30:00,256.7511120638774,257.07721142927574,256.6453924579717,256.9714011173484,57805046.75876289,2018-01-09T16:00:00
2018-01-10T16:00:00,2018-01-10T09:30:00,256.84155766050924,260.20695460066435,254.5543510568926,257.91023132272295,59689421.50531719,2018-01-10T16:00:00
2018-01-11T16:00:00,2018-01-11T09:30:00,257.53605337354384,259.03980331374095,256.2315286303516,257.734274500009,84907624.87223957,2018-01-11T16:00:00
2018-01-12T16:00:00,2018-01-12T09:30:00,257.33677621828184,260.7811151541596,256.36642140947725,259.8014665934362,76632821.42598477,2018-01-12T16:00:00
2018-01-16T16:00:00,2018-01-16T09:30:00,260.03018139423733,260.97006814574314,259.0819245515013,260.02178093931525,67509293.5129519,2018-01-16T16:00:00
2018-01-17T16:00:00,2018-01-17T09:30:00,259.81256815459847,264.4536750934764,259.1595208181392,263.7906287723293,92148320.9809265,2018-01-17T16:00:00
2018-01-18T16:00:00,2018-01-18T09:30:00,263.94054737049925,264.7208559512223,259.1911521038307,259.9596917622693,92848942.13295414,2018-01-18T16:00:00
2018-01-19T16:00:00,2018-01-19T09:30:00,260.17049877921704,261.65434069554766,259.114129216707,260.59624248702863,74885890.42382415,2018-01-19T16:00:00
2018-01-22T16:00:00,2018-01-22T09:30:00,260.83573208281626,261.25640408105943,257.53832762995074,257.95435258209096,67181149.33382155,2018-01-22T16:00:00
2018-01-23T16:00:00,2018-01-23T09:30:00,258.46159880239156,258.99692359951393,257.6098643355881,258.1445324258943,54294353.173449025,2018-01-23T16:00:00
2018-01-24T16:00:00,2018-01-24T09:30:00,258.2110355656522,259.86315152517534,258.1211725495134,259.77274500042995,63076254.6257003,2018-01-24T16:00:00
2018-01-25T16:00:00,2018-01-25T09:30:00,260.04148289938644,261.74479145713843,259.48069538448937,261.18154536221704,75225279.51391245,2018-01-25T16:00:00
2018-01-26T16:00:00,2018-01-26T09:30:00,260.5798651595356,261.3420207074975,257.082350571933,257.8364821515871,92228685.29861371,2018-01-26T16:00:00
2018-01-29T16:00:00,2018-01-29T09:30:00,257.5333751711635,260.90773983231605,256.0506023893256,259.4141383783079,67482447.71093419,2018-01-29T16:00:00
2018-01-30T16:00:00,2018-01-30T09:30:00,259.4102530362819,266.2253675280496,258.07103137204473,264.8580214186373,82332984.72685395,2018-01-30T16:00:00
2018-01-31T16:00:00,2018-01-31T09:30:00,265.2192403041341,267.03599904971406,264.820818626057,266.63544989174625,68062883.14718275,2018-01-31T16:00:00
2018-02-01T16:00:00,2018-02-01T09:30:00,267.29271158156035,274.30268221574397,266.1900067761005,273.1757073593863,86215136.98379886,2018-02-01T16:00:00
2018-02-02T16:00:00,2018-02-02T09:30:00,273.1611850725043,274.4054532969252,271.2135393876212,272.4545890177966,64338478.782949045,2018-02-02T16:00:00
2018-02-05T16:00:00,2018-02-05T09:30:00,271.86931266400717,273.7193496602679,271.6050828320052,273.45358007849177,68893526.88159393,2018-02-05T16:00:00
2018-02-06T16:00:00,2018-02-06T09:30:00,273.4459709928111,274.39032435292347,272.0120214814367,272.95467814787605,61441795.02583044,2018-02-06T16:00:00
2018-02-07T16:00:00,2018-02-07T09:30:00,273.07914772329053,273.6408825919889,272.7974600083878,273.3589062993801,55819876.37652718,2018-02-07T16:00:00
2018-02-08T16:00:00,2018-02-08T09:30:00,273.42382203026716,275.2209045293092,269.83624180108393,271.62147836720726,78365852.3302603,2018-02-08T16:00:00
2018-02-09T16:00:00,2018-02-09T09:30:00,271.78725904117795,275.0749537200319,271.49703266528695,274.78152993013555,80908270.57469504,2018-02-09T16:00:00
2018-02-12T16:00:00,2018-02-12T09:30:00,274.9448623391839,275.3830030695902,273.70656422270025,274.1434278202935,79967419.30365229,2018-02-12T16:00:00
2018-02-13T16:00:00,2018-02-13T09:30:00,274.1304702170237,274.50090465873944,273.7217189474972,274.0921015413504,61624170.70215489,2018-02-13T16:00:00
2018-02-14T16:00:00,2018-02-14T09:30:00,273.8956997914046,274.3191866192151,272.9327182858536,273.3553696763551,73605127.93700922,2018-02-14T16:00:00
2018-02-15T16:00:00,2018-02-15T09:30:00,273.34132832069645,276.63215581927403,273.27889769453486,276.56898800193767,63054727.756260365,2018-02-15T16:00:00
