timestamp,open_at,open,high,low,close,volume,available_at
2023-01-03T16:00:00,2023-01-03T09:30:00,100.14057577523596,101.23020470654508,100.11424870462612,100.91965429878209,1186665.6937917003,2023-01-03T16:00:00
2023-01-04T16:00:00,2023-01-04T09:30:00,101.03589585291893,101.45256528613642,100.87541681492814,101.21707788388146,1112058.633411397,2023-01-04T16:00:00
2023-01-05T16:00:00,2023-01-05T09:30:00,101.35480621282882,102.699683727722,101.09727634294505,102.6110357333745,1362063.1421952916,2023-01-05T16:00:00
2023-01-06T16:00:00,2023-01-06T09:30:00,102.45287243004924,104.49815811034658,102.33603378971966,104.26374131608685,1474015.5104245227,2023-01-06T16:00:00
2023-01-09T16:00:00,2023-01-09T09:30:00,104.4275741297293,104.50419435748124,103.49328073956288,103.8858687103075,1045373.1055703696,2023-01-09T16:00:00
2023-01-10T16:00:00,2023-01-10T09:30:00,103.69156343419833,103.95076218768428,103.37686204578239,103.92435031613178,1145520.3455401366,2023-01-10T16:00:00
2023-01-11T16:00:00,2023-01-11T09:30:00,103.49793212270276,103.8309882725478,103.39839508105683,103.74804719795034,1064176.786040219,2023-01-11T16:00:00
2023-01-12T16:00:00,2023-01-12T09:30:00,103.7219486705415,104.09748624112038,102.89632900405131,102.9022631631215,1205420.3095982152,2023-01-12T16:00:00
2023-01-13T16:00:00,2023-01-13T09:30:00,102.7382562104017,103.3791709665637,102.45389686005772,102.79638822607154,1048298.9550120832,2023-01-13T16:00:00
2023-01-17T16:00:00,2023-01-17T09:30:00,102.55337806803507,102.790073033584,102.44551959909859,102.55415002250302,912157.0322467843,2023-01-17T16:00:00
2023-01-18T16:00:00,2023-01-18T09:30:00,102.82760018584916,102.98383640688458,102.37607486915671,102.38291232693526,1010031.1743509813,2023-01-18T16:00:00
2023-01-19T16:00:00,2023-01-19T09:30:00,102.18180262770802,102.21289168197352,101.18873974537944,101.23938639436042,1122047.4302762623,2023-01-19T16:00:00
2023-01-20T16:00:00,2023-01-20T09:30:00,101.03215580444378,101.44796081428497,100.0482948562085,100.08242182135172,1306092.4156341688,2023-01-20T16:00:00
2023-01-23T16:00:00,2023-01-23T09:30:00,100.16943654666638,100.33357588409012,98.25275652468768,98.40340702443548,1415103.4894418984,2023-01-23T16:00:00
2023-01-24T16:00:00,2023-01-24T09:30:00,98.44792849820004,98.59634864490005,98.19359585538633,98.51403627688065,1046927.9622490034,2023-01-24T16:00:00
2023-01-25T16:00:00,2023-01-25T09:30:00,98.45445429078954,98.78089008669868,97.6428239427833,98.0285101146735,1062067.506795259,2023-01-25T16:00:00
2023-01-26T16:00:00,2023-01-26T09:30:00,97.86277877970652,98.56029868914656,97.64218885641098,98.1010311682781,1041397.4004475054,2023-01-26T16:00:00
